Chapter 15: Machinery and Large-Scale Industry 1.	DREIZEHNTES KAPITEL.	ch15_clean.en-ch15_clean.de
Besides the factory worker, the workers engaged in manufacture, and the handicraftsmen, whom it concentrates in large masses at one spot, and directly commands, capital also sets another army in motion, by means of invisible threads: the outworkers in the domestic industries, who live in the large towns as well as being scattered over the countryside.	Neben den Fabrikarbeitern, Manufakturarbeitern und Handwerkern, die es in großen Massen räumlich konzentriert und direkt kommandiert, bewegt das Kapital durch unsichtbare Fäden andre Armee in den großen Städten und über das flache Land zerstreuter Hausarbeiter.	ch15_clean.en-ch15_clean.de
An example: the shirt factory of Messrs Tillie at Londonderry, which employs 1, workers in the factory itself, and 9, outworkers spread over the country districts.	Beispiel: die Hemdenfabrik der Herren Tillie zu Londonderry, Irland, die 1.000 Fabrikarbeiter und 9.000 auf dem Land zerstreute Hausarbeiter beschäftigt.	ch15_clean.en-ch15_clean.de
The exploitation of cheap and immature labour-power is carried out in a more shameless manner in modern manufacture than in the factory proper. This is because the technical foundation of the factory system, namely the substitution of machines for muscular power, and the light character of the labour, is almost entirely absent in manufacture, and at the same time women and excessively young children are subjected quite unscrupulously to the influence of poisonous substances.	Die Exploitation wohlfeiler und unreifer Arbeitskräfte wird in der modernen Manufaktur schamloser als in der eigentlichen Fabrik, weil die hier existierende technische Grundlage, Ersatz der Muskelkraft durch Maschinen und Leichtigkeit der Arbeit, dort großenteils wegfälllt, zugleich der weibliche oder noch unreife Körper den Einflüssen giftiger Substanzen usw. aufs gewissenloseste preisgegeben wird.	ch15_clean.en-ch15_clean.de
In the so-called domestic industries this exploitation is still more shameless than in modern manufacture, because the workers’ power of resistance declines with their dispersal; because a whole series of plundering parasites insinuate themselves between the actual employer and the worker he employs; because a domestic industry has always to compete either with the factory system, or with manufacturing in the same branch of production; because poverty robs the worker of the conditions most essential to his labour, of space, light and ventilation; because employment becomes more and more irregular; and, finally, because in these last places of refuge for the masses made ‘redundant’ by large-scale industry and agriculture, competition for work necessarily attains its maximum.	Sie wird in der sog. Hausarbeit schamloser als in der Manufaktur, weil die Widerstandsfähigkeit der Arbeiter mit ihrer Zersplitterung abnimmt, eine ganze Reihe räuberischer Parasiten sich zwischen den eigentlichen Arbeitgeber und den Arbeiter drängt, die Hausarbeit überall mit Maschinen- oder wenigstens Manufakturbetrieb in demselben Produktionszweig kämpft, die Armut dem Arbeiter die nötigsten Arbeitsbedingungen, Raum, Licht, Ventilation usw. raubt, die Unregelmäßigkeit der Beschäftigung wächst, und endlich in diesen letzten Zufluchtsstätten der durch die große Industrie und Agrikultur "überzählig" Gemachten die Arbeiterkonkurrenz notwendig ihr Maximum erreicht.	ch15_clean.en-ch15_clean.de
Economical use of the means of production, first systematically carried out in the factory system and coinciding there, from the very beginning, with the most reckless squandering of labour-power, and the theft of the normal requirements for the labour-function, now, in a given branch of industry, turns uppermost its antagonistic and murderous side; and the less the social productivity of labour and the technical basis for the combination of labour processes are developed in that branch, the more does the murderous side of this economy emerge. (c) Modern Manufacture I shall now illustrate the principles laid down above with a few examples.	Die durch den Maschinenbetrieb erst systematisch ausgebildete Ökonomisierung der Produktionsmittel, von vornherein zugleich rücksichtsloseste Verschwendung der Arbeitskraft und Raub an den normalen Voraussetzungen der Arbeitsfunktion, kehrt jetzt diese ihre antagonistische und menschenmörderische Seite um so mehr heraus, je weniger in einem Industriezweig die gesellschaftliche Produktivkraft der Arbeit und die technische Grundlage kombinierter Arbeitsprozesse entwickelt sind. c) Die moderne Manufaktur Ich will nun an einigen Beispielen die oben aufgestellten Sätze erläutern.	ch15_clean.en-ch15_clean.de
As a matter of fact, the reader is already familiar with a whole mass of instances given in the chapter on the working day.	Der Leser kennt in der Tat schon massenhafte Belege aus dem Abschnitt über den Arbeitstag.	ch15_clean.en-ch15_clean.de
In the hardware manufactures of Birmingham and the neighbourhood, there are employed, mostly in very heavy work, 30, children and young persons, besides 10, women.	Die Metallmanufakturen in Birmingham und Umgegend wenden großenteils für sehr schwere Arbeit 30.000 Kinder und junge Personen nebst 10.000 Weibern an.	ch15_clean.en-ch15_clean.de
They are to be found in a range of unhealthy jobs: in brass-foundries, button factories, and enamelling, galvanizing and lacquering works.	Man findet sie hier in den gesundheitswidrigen Gelbgießereien, Knopffabriken, Glasur-, Galvanisierungs- und Lackierarbeiten.	ch15_clean.en-ch15_clean.de
Owing to the excessive labour performed by their workers, both adult and non-adult, certain London firms where newspapers and books are printed have gained for themselves the honourable name of ‘slaughter-houses’.	Die Arbeitsexzesse für Erwachsne und Unerwachsne haben verschiednen Londoner Zeitungs- und Buchdruckereien den rühmlichen Namen: "Das Schlachthaus" gesichert.	ch15_clean.en-ch15_clean.de
Similar excesses occur in book-binding, where the victims are chiefly women, girls and children; young persons have to do heavy work in rope-works, and night-work in salt mines, candle factories and chemical works; young people are worked to death at turning the looms in silk weaving, when it is not carried on by machinery.	(251a) Dieselben Exzesse, deren Schlachtopfer hier namentlich Weiber, Mädchen und Kinder, in der Buchbinderei. Schwere Arbeit für Unerwachsne in den Seilereien, Nachtarbeit in Salzwerken, Lichter- und andren chemischen Manufakturen; mörderischer Verbrauch von Jungen in Seidenwebereien, die nicht mechanisch betrieben werden, zum Drehen der Webstühle.	ch15_clean.en-ch15_clean.de
One of the most shameful, dirtiest and worst paid jobs, a kind of labour on which women and young girls are by preference employed, is the sorting of rags.	Eine der infamsten, schmutzigsten und schlechtbezahltesten Arbeiten, wozu mit Vorliebe junge Männer und Weiber verwandt werden, ist das Sortieren der Lumpen.	ch15_clean.en-ch15_clean.de
It is well known that Great Britain, apart from its own immense store of rags, is the emporium for the rag trade of the whole world.	Man weiß, daß Großbritannien, abgesehn von seinen eignen unzähligen Lumpen, das Emporium für den Lumpenhandel der ganzen Welt bildet.	ch15_clean.en-ch15_clean.de
The rags flow in from Japan, from the most remote countries of South America, and from the Canary Islands.	Sie strömen dahin von Japan, den entferntesten Staaten Südamerikas und den kanarischen Inseln.	ch15_clean.en-ch15_clean.de
But the chief sources of supply are Germany, France, Russia, Italy, Egypt, Turkey, Belgium and Holland.	Ihre Hauptzufuhrquellen aber sind Deutschland, Frankreich, Rußland, Italien, Ägypten, Türkei, Belgien und Holland.	ch15_clean.en-ch15_clean.de
They are used for manure, for making bed-flocks, for shoddy, and they serve as the raw material of paper.	Sie dienen zur Düngung, Fabrikation von Flocken (für Bettzeug), Shoddy (Kunstwolle) und als Rohmaterial des Papiers.	ch15_clean.en-ch15_clean.de
The rag-sorters are carriers for the spread of small-pox and other infectious diseases, and they themselves are the first victims.	Die weiblichen Lumpensortierer dienen als Medien, um Pocken und andre ansteckende Seuchen, deren erste Opfer sie selbst sind, zu kolportieren.	ch15_clean.en-ch15_clean.de
A classic example of over-work, of hard and unsuitable labour, and of its brutalizing effects on the worker from his childhood upwards, is afforded not only by coal-mining and mining in general, but also by tile and brick making, in which industry the recently invented machinery is, in England, used only here and there.	Als klassisches Beispiel für Überarbeit, schwere und unpassende Arbeit, und daher folgende Brutalisierung der von Kindesbeinen an konsumierten Arbeiter kann, neben der Minen- und Kohlenproduktion, die Ziegel- oder Backsteinmacherei gelten, wozu in England die neuerfundene Maschine nur noch sporadisch angewandt wird .	ch15_clean.en-ch15_clean.de
Between May and September the work lasts from 5 in the morning till 8 in the evening, and where the drying is done in the open air, it often lasts from 4 in the morning till 9 in the evening.	Zwischen Mai und September dauert die Arbeit von 5 Uhr morgens bis 8 Uhr abends, und, wo Trocknung in freier Luft stattfindet, oft von 4 Uhr morgens bis 9 Uhr abends.	ch15_clean.en-ch15_clean.de
Work from 5 in the morning till 7 in the evening is considered ‘reduced’ and ‘moderate’.	Der Arbeitstag von 5 Uhr morgens bis 7 Uhr abends gilt für "reduziert", "mäßig".	ch15_clean.en-ch15_clean.de
Boys and girls of 6 and even 4 years of age are employed.	Kinder beiderlei Geschlechts werden vom 6. und selbst vom 4. Jahr an verwandt.	ch15_clean.en-ch15_clean.de
They work for the same number of hours as the adults, often longer.	Sie arbeiten dieselbe Stundenzahl, oft mehr als die Erwachsnen.	ch15_clean.en-ch15_clean.de
The work is hard and the summer heat increases the exhaustion.	Die Arbeit ist hart, und die Sommerhitze steigert noch die Erschöpfung.	ch15_clean.en-ch15_clean.de
In a brickfield at Moxley, for example, a young woman ( years old) was in the habit of making 2, bricks a day, with the assistance of two little girls who carried the clay for her and stacked the bricks.	In einer Ziegelei zu Mosley z.B. machte ein 24jähriges Mädchen 2.000 Ziegel täglich, unterstützt von zwei unerwachsnen Mädchen als Gehilfen, welche den Lehm trugen und die Ziegelsteine aufhäuften.	ch15_clean.en-ch15_clean.de
Every day these girls carried 10 tons up the slippery sides of the clay pits, from a depth of 30 feet, and then for a distance of 210 feet.	Diese Mädchen schleppten täglich 10 Tonnen die schlüpfrigen Seiten der Ziegel- grube von einer Tiefe von 30 Fuß herauf und über eine Entfernung von 210 Fuß.	ch15_clean.en-ch15_clean.de
‘It is almost impossible as things are for a child to pass through the ordeal of a brickfield without great moral degradation… the low language, which they are accustomed to hear from their tenderest years, the filthy, indecent, and shameless habits, amidst which, unknowing, and half wild, they grow up, make them in after-life lawless, abandoned, dissolute… A frightful source of demoralization is the mode of living.	"Es ist unmöglich für ein Kind, durch das Fegfeuer einer Ziegelei zu passieren ohne große moralische Degradation ... Die nichtswürdige Ansprache, die sie vom zartesten Alter an zu hören bekommen, die unflätigen, unanständigen und schamlosen Gewohnheiten, unter denen sie unwissend und verwildert aufwachsen, machen sie für die spätre Lebenszeit gesetzlos, verworfen, liederlich ...	ch15_clean.en-ch15_clean.de
Each moulder, who is always a skilled labourer, and the chief of a group, supplies his seven subordinates with board and lodging in his cottage.	Eine furchtbare Quelle der Demoralisation ist die Art der Wohnlichkeit.	ch15_clean.en-ch15_clean.de
Whether members of his family or not, the men, boys and girls all sleep in the cottage, which contains generally two, exceptionally three rooms, all on the ground floor, and badly ventilated.	Jeder moulder (Former)" (der eigentlich geschickte Arbeiter und Chef einer Arbeitergruppe) "liefert seiner Bande von 7 Personen Logis und Tisch in seiner Hütte oder cottage. Ob zu seiner Familie gehörige oder nicht, Männer, Jungen, Mädchen schlafen in der Hütte.	ch15_clean.en-ch15_clean.de
	Diese besteht gewöhnlich aus 2, nur ausnahmsweis aus 3 Zimmern, alle auf dem Erdgeschoß, mit wenig Ventilation.	ch15_clean.en-ch15_clean.de
These people are so exhausted after the day’s hard work, that neither the rules of health, of cleanliness, nor of decency are in the least observed.	Die Körper sind so erschöpft durch die große Transpiration während des Tags, daß weder Gesundheitsregeln, Reinlichkeit noch Anstand irgendwie beobachtet werden.	ch15_clean.en-ch15_clean.de
