Chapter 25: The General Law of Capitalist Accumulation 1.	DREIUNDZWANZIGSTES KAPITEL. TEIL I.	ch25_clean.en-ch25_clean.de
In fact, in this ‘paradise for capitalists’, the smallest change in the prices of the most essential means of subsistence is followed by a change in the number of deaths and crimes!	In der Tat folgt in diesem "Paradiese der Kapitalisten" auf die geringste Änderung im Preise der notwendigsten Lebensmittel eine Änderung in der Zahl der Todesfälle und Verbrechen!	ch25_clean.en-ch25_clean.de
(See Manifest der Maatschappij ‘De Vlamingen Vooruit!’, Brussels, 1860, pp. 15–16. )* There are 930, families in Belgium, of whom, according to the official statistics, 90, are wealthy and on the list of voters, i.e. 450, persons; 390, families of the lower middle class in towns and villages, the greater part of them constantly sinking into the proletariat, i.e. 1,950, persons.	(Sieh "Manifest der Maatschappij: De Vlamingen Vooruit! ", Brüssel 1860, p. 12.) Ganz Belgien zählt 930.000 Familien, davon nach offizieller Statistik: 90.000 Reiche (Wähler) = 450.000 Personen; 390.000 Familien der kleinen Mittelklasse, in Stadt und Dorf, großer Teil davon stets ins Proletariat fallend = 1.950.000 Personen.	ch25_clean.en-ch25_clean.de
Finally, 450, working-class families, i.e. 2,250, persons, of whom the model ones enjoy the good fortune depicted by Ducpétiaux.	Endlich 450.000 Arbeiterfamilien = 2.250.000 Personen, von welchen die Musterfamilien das durch Ducpétiaux geschilderte Glück genießen.	ch25_clean.en-ch25_clean.de
Of the 450, working-class families, over 200, are on the pauper list! (e) The British Agricultural Proletariat Nowhere does the antagonistic character of capitalist production and accumulation assert itself more brutally than in the progress of English agriculture (including cattle-breeding) and the retrogression of the English agricultural labourer.	Unter den 450.000 Arbeiterfamilien über 200.000 auf der Armenliste! e) Das britische Ackerbauproletariat Der antagonistische Charakter der kapitalistischen Produktion und Akkumulation bewährt sich nirgendwo brutaler als in dem Fortschritt des englischen Landbaus (Viehzucht eingeschlossen) und dem Rückschritt des englischen Landarbeiters.	ch25_clean.en-ch25_clean.de
Before I turn to his present situation, a rapid look back.	Bevor ich zu seiner gegenwärtigen Lage übergehe, ein rascher Rückblick.	ch25_clean.en-ch25_clean.de
Modern agriculture dates in England from the middle of the eighteenth century, although the revolution in property relations on the land which is the basis of the altered mode of production occurred much earlier.	Die moderne Agrikultur datiert in England von der Mitte des 18. Jahrhunderts, obgleich die Umwälzung der Grundeigentumsverhältnisse, wovon die veränderte Produktionsweise als Grundlage ausgeht, viel früheren Datums.	ch25_clean.en-ch25_clean.de
If we take the statements of Arthur Young, a careful observer though a superficial thinker, about the agricultural labourer of 1771, the latter plays a very pitiable role as compared with his predecessor of the end of the fourteenth century, ‘when the labourer… could live in plenty, and accumulate wealth’, not to speak of the fifteenth century, ‘the golden age of the English labourer in town and country’.	Nehmen wir Arthur Youngs, eines genauen Beobachters, obgleich oberflächlichen Denkers, Angaben über den Landarbeiter von 1771, so spielt letztrer eine sehr elende Rolle, verglichen mit seinem Vorgänger Ende des 14. Jahrhunderts, "wo er in Fülle leben und Reichtum akkumulieren konnte" , gar nicht zu sprechen vom 15. Jahrhundert, "dem goldnen Zeitalter der englischen Arbeiter in Stadt und Land".	ch25_clean.en-ch25_clean.de
We need not, however, go back as far as that.	Wir brauchen jedoch nicht so weit zurückzugehn.	ch25_clean.en-ch25_clean.de
In a very instructive book produced in 1777 we read: ‘The great farmer is nearly mounted to a level with him’ (the gentleman); ‘while the poor labourer is depressed almost to the earth.	In einer sehr gehaltreichen Schrift von 1777 liest man: "Der große Pächter hat sich beinahe erhoben zum Niveau des Gentleman, während der arme Landarbeiter fast zu Boden gedrückt ist.	ch25_clean.en-ch25_clean.de
His unfortunate situation will fully appear, by taking a comparative view of it, only forty years ago, and at present… Landlord and tenant… have both gone hand in hand in keeping the labourer down.’	Seine unglückliche Lege zeigt sich klar durch eine vergleichende Übersicht seiner Verhältnisse von heute und von 40 Jahr früher ... Grundeigentümer und Pächter wirken Hand in Hand zur Unterdrückung des Arbeiters."	ch25_clean.en-ch25_clean.de
It is then proved in detail that real agricultural wages fell by nearly, 1/ or 25 per cent, between 1737 and 1777.	Es wird dann im Detail nachgewiesen, daß der reelle Arbeitslohn auf dem Lande von 1737 bis 1777 um beinahe 1/4 oder 25% gefallen ist.	ch25_clean.en-ch25_clean.de
‘Modern policy,’ as Dr Richard Price was saying at the same time, ‘is, indeed, more favourable to the higher classes of people; and the consequences may in time prove that the whole kingdom will consist of only gentry and beggars, or of grandees and slaves.’	"Die moderne Politik", sagt gleichzeitig Dr. Richard Price, "begünstigt die höheren Volksklassen; die Folge wird sein, daß früher oder später das ganze Königreich nur aus Gentlemen und Bettlern, aus Granden und Sklaven besteht."	ch25_clean.en-ch25_clean.de
Nevertheless, the position of the English agricultural labourer from 1770 to 1780, with respect to his food and dwelling, as well as his self-respect, amusements, etc., is an ideal never attained again since that time.	Dennoch ist die Lage des englischen Landarbeiters von 1770 bis 1780, sowohl was seine Nahrungs- und Wohnlichkeitszustände, als sein Selbstgefühl, Belustigungen usw. betrifft, ein später nie wieder erreichtes Ideal.	ch25_clean.en-ch25_clean.de
His average wage expressed in pints of wheat was, from 1770 to 1771, 90 pints, in Eden’s time (1797) only 65, and in 1808, 60. The state of the agricultural labourer at the end of the Anti-Jacobin War, during which landed proprietors, farmers, manufacturers, merchants, bankers, stockbrokers, army contractors and so on enriched themselves to such an enormous extent, has been already indicated above.	In Pints Weizen ausgedrückt betrug sein Durchschnittslohn 1770 bis 1771 90 Pints, zu Edens Zeit nur noch 65, 1808 aber 60. Der Zustand der Landarbeiter Ende des Antijakobinerkriegs, während dessen Grundaristokraten, Pächter, Fabrikanten, Kaufleute, Bankiers, Börsenritter, Armeelieferanten usw. sich so außerordentlich bereichert, ward bereits früher angedeutet.	ch25_clean.en-ch25_clean.de
The nominal wage rose, partly as a result of the depreciation of banknotes, and partly owing to a rise in the prices of the primary means of subsistence which occurred independently of this depreciation.	Der nominelle Lohn stieg infolge teils der Banknoten-Depreziation, teils einer hiervon unabhängigen Zunahme im Preis der ersten Lebensmittel.	ch25_clean.en-ch25_clean.de
But the real movement of wages can be demonstrated quite simply, without entering into details that are unnecessary here.	Die wirkliche Lohnbewegung ist aber auf sehr einfache Art zu konstatieren, ohne Zuflucht zu hier unzulässigen Details.	ch25_clean.en-ch25_clean.de
The Poor Law was the same, and was administered in the same way, in 1795 and in 1814.	Das Armengesetz und seine Administration waren 1795 und 1814 dieselben.	ch25_clean.en-ch25_clean.de
It will be remembered how this law was put into effect in the country districts: in the form of alms, the parish made up the nominal wage to the nominal sum required for the simple vegetation of the labourer.	Man erinnert sich, wie dies Gesetz auf dem Land gehandhabt wurde: in der Gestalt von Almosen ergänzte die Pfarrei den Nominallohn bis zu der für bloße Vegetation des Arbeiters erheischten Nominalsumme.	ch25_clean.en-ch25_clean.de
The ratio between the wage paid by the farmer and the wage-deficit made good by the parish shows us two things.	Das Verhältnis zwischen dem vom Pächter gezahlten Lohn und dem von der Pfarrei gutgemachten Lohndefizit zeigt uns zweierlei, erstens die Senkung des Arbeitslohns unter sein Minimum, zweitens den Grad, worin der Landarbeiter aus Lohnarbeiter und Pauper zusammengesetzt war, oder den Grad, worin man ihn in einen Leibeignen seiner Pfarrei verwandelt hatte.	ch25_clean.en-ch25_clean.de
First, the fact that wages had fallen below their minimum; second, the degree to which the agricultural labourer was a combination of wage-labourer and pauper, or the degree to which he had been turned into a serf of his parish.	Wir wählen eine Grafschaft, die das Durchschnittsverhältnis in allen andren Grafschaften repräsentiert.	ch25_clean.en-ch25_clean.de
Let us take one county that represents the average situation in all counties.	1795 betrug der durchschnittliche Wochenlohn in Northamptonshire 7 sh.	ch25_clean.en-ch25_clean.de
In Northamptonshire, in 1795, the average weekly wage was 7s.	6 d., die jährliche Totalausgabe einer Familie von 6 Personen 36 Pfd.St.	ch25_clean.en-ch25_clean.de
6d. ; the total yearly expenditure of a family of six persons, £ 12s.	12 sh. 5 d., ihre Totaleinnahme 29 Pfd.St.	ch25_clean.en-ch25_clean.de
5d. ; their total income, £ 18s. ; deficit made good by the parish, £ 14s.	18 sh., das von der Pfarrei gutgemachte Defizit: 6 Pfd.St. 14 sh.	ch25_clean.en-ch25_clean.de
5d. In 1814, in the same county, the weekly wage was 12s.	5 d. In derselben Grafschaft betrug 1814 der Wochenlohn 12 sh.	ch25_clean.en-ch25_clean.de
2d. ; the total yearly expenditure of a family of five persons £ 18s.	2 d., die jährliche Totalausgabe einer Familie von 5 Personen 54 Pfd.St.	ch25_clean.en-ch25_clean.de
4d. ; their total income, £ 2s. ; deficit made good by the parish, £ 6s.	18 sh. 4 d., ihre Totaleinnahme 36 Pfd.St., 2 sh., das von der Pfarrei gutgemachte Defizit: 18 Pfd.St. 6 sh.	ch25_clean.en-ch25_clean.de
4d. In 1795 the deficit was less than a quarter of the wage, in 1814 it was more than a half.	4 d. , 1795 betrug das Defizit weniger als 1/4 des Arbeitslohns, 1814 mehr als die Hälfte.	ch25_clean.en-ch25_clean.de
It is self-evident that under these circumstances the meagre comforts that Eden still found in the cottage of the agricultural labourer had vanished by 1814.	Es versteht sich von selbst, daß unter diesen Umständen die geringen Komforts, die Eden noch in der Cottage des Landarbeiters fand, 1814 verschwunden waren.	ch25_clean.en-ch25_clean.de
Of all the animals kept by the farmer, the labourer, the instrumentum vocale,* was thenceforth the most oppressed, the worst nourished, the most brutally treated.	Unter allen Tieren, die der Pächter hält, blieb von nun an der Arbeiter, das instrumentum vocale <sprachbegabte Werkzeug>, das meist geplackte, schlechtest gefütterte und brutalst behandelte.	ch25_clean.en-ch25_clean.de
This state of affairs continued quietly until ‘the Swing riots, in 1830, revealed to us’ (i.e. to the ruling classes) ‘by the light of blazing corn-stacks, that misery and black mutinous discontent smouldered quite as fiercely under the surface of agricultural as of manufacturing England.’	Derselbe Zustand der Dinge dauerte ruhig fort, bis "die Swing-Aufstände 1830 uns "(d.h. den herrschenden Klassen) "beim Lichtflammen der Kornschober enthüllten, daß Elend und dunkle aufrührerische Unzufriedenheit ebenso wild unter der Oberfläche des agrikolen als des industriellen Englands lodre" .	ch25_clean.en-ch25_clean.de
It was at this time that Sadler, in the House of Commons, christened the agricultural labourers ‘white slaves’, and a bishop echoed the epithet in the House of Lords.	Sadler taufte damals im Unterhaus die Landarbeiter "weiße Sklaven ("white slaves"), ein Bischof hallte das Epithet im Oberhaus wider.	ch25_clean.en-ch25_clean.de
